start,cum_e,br_e,al_e,be_e,cum_b,br_b,al_b,be_b
2006-01-03,0.15170844924971538,False,0.021759582386433652,0.9261634883673123,0.14460972492348523,False,0.04388005249412037,0.6500199210688995
2006-07-03,0.29406842808851064,False,0.0799220403008273,0.910863051602346,0.1695387435962057,False,0.01467038140579923,0.6873676989032571
2007-01-03,0.2772767633655022,False,0.20512271276807614,0.8106693833537354,0.23177760834564376,False,0.16947345992211763,0.6319344102217501
2007-07-03,0.008607506794564124,False,0.11776022609938583,0.7146516279048233,0.12251760807930134,False,0.17031897790398584,0.4402801167811663
2008-01-03,-0.19088846110147928,True,0.03682206371531468,0.6541895723527645,-0.1186185448532252,True,0.0250546654618029,0.4378731797109436
2008-07-03,-0.10468422210343875,True,0.07716655583368572,0.6844187865994711,-0.1213660969380227,True,-0.021375774793683477,0.4586856619104315
2009-01-03,0.37468068130345866,False,0.15026187236207916,0.7715925128067316,0.2460881418612939,False,0.08263977557677743,0.5862641744147958
2009-07-03,0.17061790645203545,False,0.03754406543776216,0.7444005778972353,0.222397863535577,False,0.09572175792793733,0.6187069341166742
2010-01-03,0.13247072538423632,False,0.022408201822205612,0.6661893332614569,0.17727278562218896,False,0.0798305066806439,0.49202514322411867
2010-07-03,0.2937636706988451,False,0.03644531560381442,0.7511681609309766,0.27100802781219446,False,0.07063902905134635,0.5457191363815528
2011-01-03,0.09136529637459256,False,0.05584032677473072,0.6210331705656627,0.11293895188368408,False,0.0755166410014369,0.38514301238778875
2011-07-03,0.15187659794954156,False,0.09519981513626904,0.609500870709488,0.11499267483755271,False,0.06877721394243556,0.3706438972159019
2012-01-03,0.14383071401516379,False,0.01605361240109111,0.6946658738506504,0.09438888150596725,False,0.00032579043457085116,0.4690850571547954
2012-07-03,0.1351232193315497,False,-0.013755171345994759,0.7184286203499699,0.01571677559573681,False,-0.09673748916323208,0.5323526112777837
2013-01-03,0.17690081709952166,False,-0.023966775353962674,0.7196349409588193,0.02010478367390589,False,-0.132663539888785,0.566299082299138
2013-07-03,0.17369166988268359,False,-0.005963750740272835,0.6936411359110612,0.12950642478274155,False,0.015478630404997166,0.3929873607185462
2014-01-03,0.1288247821547095,False,0.021150380010465854,0.6561976984158817,0.09299817057485193,False,0.02430566443988724,0.32820342385211354
2014-07-03,0.05415057305732596,False,-0.0023012973926515847,0.7070445867089336,-0.01788217180042584,False,-0.06123752592244932,0.3779000047577207
2015-01-03,0.13096613173032035,False,0.09194123194115082,0.7679497201982034,-0.0018956532692968597,False,-0.03381715666214057,0.44497709622489084
2015-07-03,0.21592250462773377,False,0.1594103481882676,0.709772436122178,0.15786660129011953,False,0.11280169047346915,0.3713586342443701
2016-01-03,0.24467448356480226,False,0.11937827301876375,0.6600862496955939,0.1549082714901644,False,0.08041118325620933,0.32154682883706726
2016-07-03,0.23311356677257167,False,0.07070723083890677,0.7852370471371096,0.05331165755683398,False,-0.043868563443820854,0.4711855705142262
2017-01-03,0.275868282176434,False,0.09152705161220961,0.711531468559741,0.14894689915677173,False,0.06219406057828474,0.2740689389135591
2017-07-03,0.17550274737944527,False,0.047382793593317325,0.8359865663082555,0.08924928417343159,False,0.008885130679973352,0.4543158465362972
2018-01-03,-0.04871526754545996,False,0.010136635531825183,0.8089166118811671,-0.05060871003353806,False,-0.035234459104623056,0.4374582983120777
2018-07-03,0.13276695773676916,False,0.027759625243172135,0.7461811730824213,0.10288649420222096,False,0.03199610407670969,0.3891841377869509
2019-01-03,0.3428354855961626,False,0.06099829762533179,0.7614476315716958,0.24125821394596048,False,0.0904999377997524,0.35608052555663866
2019-07-03,0.19587266239792345,False,0.11500067006551488,0.7423091750055308,0.11553923647184128,False,0.05356808545807883,0.45669782054755315
2020-01-03,0.22414940803750527,False,0.0632027273807412,0.7352074410874077,0.11779471628514804,False,0.006074714623097022,0.47200816611150087
2020-07-03,0.3232071010261106,False,0.00738297189615532,0.8112662339491766,0.20277217933611702,False,-0.019419738206297603,0.580877944702525
2021-01-03,0.32447596903365317,False,0.05664626486964319,0.8017546336265284,0.20170523890424374,False,0.01461859625076566,0.5732070010100855
2021-07-03,-0.030099853722655445,False,0.03708174182603607,0.7007728459847106,-0.0021128826646878984,False,0.02568543860706416,0.414074483226101
2022-01-03,-0.0976642768762428,False,0.03234944464825657,0.7044052195350887,-0.03990317040583724,False,0.04095327005880137,0.47542218281017634
2022-07-03,0.21597649165805577,False,0.0525044561232001,0.8209068231828949,0.10870882321613684,False,-0.007750415438080273,0.5770812410186283
2023-01-03,0.30431457227473757,False,0.07342767596932254,0.8437131841309422,0.16168696960946893,False,0.016103192187535326,0.5366547600796076
2023-07-03,0.28407288603510605,False,0.06176426578290916,0.7851783394167591,0.1766927629187378,False,0.01875983347903301,0.5682425743211901
2024-01-03,0.2956056261595057,False,0.0655707941448205,0.7529401433049936,0.18467563764176553,False,0.03390203733376938,0.48798095349099896
2024-07-03,0.1307363092353402,False,0.026593907995083613,0.5781338976340639,0.15979972908234386,False,0.07801224133021105,0.35956248862156576
2025-01-03,0.18794897280024925,False,0.06979751703645613,0.5586894708535829,0.2400224190184881,False,0.14222212183681215,0.34845371821408844
