start,cum1,ann1,br1,cum2,br2,wput,alpha1,beta1,cumH,brH,cum1n,br1n,turnover
2006-01-03,0.12107008687141341,0.12115784372861338,False,0.12107008687141341,False,0.0,-0.0040810885678921275,1.5600431648547382,0.12107008687141341,False,0.11994901678454206,0,1.0
2006-07-03,1.0162967998915438,1.0172654937860028,False,1.0162967998915438,False,0.0,0.35409583426162816,2.4348664127024406,1.0162967998915438,False,1.0126880655711354,0,1.7897832901398503
2007-01-03,0.3098871289404028,0.31012933777282714,False,0.3098871289404028,False,0.0,0.29134794475657905,1.5227118243341204,0.3098871289404028,False,0.3095460615230232,0,0.26037924172547555
2007-07-03,0.33773705719033287,0.3369396433990748,False,0.33773705719033287,False,0.0,0.5714863591193915,1.1911354044615374,0.33773705719033287,False,0.33506158307595224,0,2.0000000000000004
2008-01-03,-0.5344485845278406,-0.5346923078991721,True,-0.5344485845278406,True,0.0,-0.28166162884451423,0.9296163694854116,-0.5344485845278406,True,-0.5344485845278406,1,0.0
2008-07-03,-0.1434003224824001,-0.14385551890510673,True,-0.1434003224824001,True,0.0,0.04113720301434018,0.6825080922176386,-0.1434003224824001,True,-0.144626338484233,1,1.4312590046564093
2010-01-03,0.37580286875768,0.3773110184628692,False,0.37580286875768,False,0.0,0.20912448554575028,1.1146928092265675,0.37580286875768,False,0.37305126302016456,0,2.0000000000000004
2010-07-03,0.38060575665894625,0.38711466340218736,False,0.38060575665894625,False,0.0,0.06239920402218656,0.9607635072158092,0.38060575665894625,False,0.37784454514562826,0,2.0
2011-01-03,0.24777751388368108,0.24796671521051783,False,0.24777751388368108,False,0.0,0.2095956129555682,0.7704073297620072,0.24777751388368108,False,0.24777751388368108,0,0.0
2011-07-03,0.07664519218243848,0.0769182698815829,False,0.07664519218243848,False,0.0,0.08612131700139003,0.9238850257622292,0.07664519218243848,False,0.07449190179807363,0,2.0
2012-01-03,0.014218351027920573,0.014189009329224955,False,0.014218351027920573,False,0.0,-0.09130857960755094,0.7009959122339535,0.014218351027920573,False,0.012189914325864804,0,1.9999999999999996
2012-07-03,-0.2828989740328336,-0.2830622867578878,True,-0.2828989740328336,True,0.0,-0.4885068483275781,1.0642027151295594,-0.2828989740328336,True,-0.28433317608476794,1,1.9999999999999996
2013-01-03,0.3761871593592456,0.3764881783083971,False,0.3761871593592456,False,0.0,0.01834764604631435,1.339191358783562,0.3761871593592456,False,0.3734347850405271,0,2.0
2013-07-03,0.2526515538262537,0.2528448396138425,False,0.2526515538262537,False,0.0,-0.0492340746240669,1.3300654177664593,0.2526515538262537,False,0.2526515538262537,0,0.0
2014-01-03,-0.22177382456107264,-0.22244362866380274,True,-0.22177382456107264,True,0.0,-0.3947309989564586,1.4791388439208542,-0.22177382456107264,True,-0.2233302769119505,1,2.0
2014-07-03,0.3682731603690226,0.3697472413863707,False,0.3682731603690226,False,0.0,0.263194333812281,1.085352972511506,0.3682731603690226,False,0.3655366140482845,0,2.0
2015-01-03,0.007561878339686912,0.007672577717974249,False,0.007561878339686912,False,0.0,-0.001946177604066283,1.1457723258406052,0.007561878339686912,False,0.007561878339686912,0,0.0
2015-07-03,0.173185434372509,0.17539355738373041,False,0.173185434372509,False,0.0,0.139088248762605,0.8984772894914185,0.173185434372509,False,0.170839063503764,0,2.0
2016-01-03,0.18317391501451863,0.1833102314596713,False,0.18317391501451863,False,0.0,0.059103442040573904,1.0684840774853843,0.18317391501451863,False,0.18080756718448954,0,2.0
2016-07-03,1.9592303752708236,1.9791975749432145,False,1.9592303752708236,False,0.0,0.9417678966488341,1.6475792260738873,1.9592303752708236,False,1.953311914520282,0,2.0
2017-01-03,1.0909496902640656,1.0920063426967577,False,1.0909496902640656,False,0.0,0.38907157480529037,2.2935701272117557,1.0909496902640656,False,1.0909496902640656,0,0.0
2017-07-03,0.7046400950162817,0.7052629324822957,False,0.7046400950162817,False,0.0,0.3662608468650052,1.9012402775406105,0.7046400950162817,False,0.7046400950162817,0,0.0
2018-01-03,-0.39592835728001163,-0.3961368759722308,True,-0.39592835728001163,True,0.0,-0.22535464492333268,1.8864874315508158,-0.39592835728001163,True,-0.39592835728001163,1,0.0
2018-07-03,-0.31026789513316744,-0.31044335389240707,True,-0.31026789513316744,True,0.0,-0.47822496097700723,2.106944692823727,-0.31026789513316744,True,-0.31026789513316744,1,0.0
2019-01-03,0.26601546289108935,0.26622001421677854,False,0.26601546289108935,False,0.0,0.04338247316309941,0.6538328501460139,0.26601546289108935,False,0.2634834319653072,0,2.0
2019-07-03,0.08685856646337298,0.08692057238622053,False,0.08685856646337298,False,0.0,0.04281686550260967,0.7474597046888214,0.08685856646337298,False,0.08468484933044618,0,2.0
2020-01-03,0.7998978141233151,0.8064667166967565,False,0.7998978141233151,False,0.0,0.4456308662401468,1.1568720449046237,0.7998978141233151,False,0.7962980184950685,0,2.0
2020-07-03,1.0846055797531169,1.1027116329123987,False,1.0846055797531169,False,0.0,0.2570800090533143,1.7484492721704938,1.0846055797531169,False,1.0804363685936105,0,2.0
2021-01-03,1.1403913474369611,1.145992115737907,False,1.1403913474369611,False,0.0,0.3310300473027131,1.950366296990559,1.1403913474369611,False,1.1398392613671495,0,0.2579369751576527
2021-07-03,-0.29787738189103974,-0.301489156089466,True,-0.29787738189103974,True,0.0,0.0661905451952494,2.287697873858941,-0.29787738189103974,True,-0.2980584852753445,1,0.2579369751576527
2022-01-03,-0.5243058072210189,-0.5245478218767334,True,-0.5243058072210189,True,0.0,-0.10968117196128019,2.20129189556445,-0.5243058072210189,True,-0.5243058072210189,1,0.0
2022-07-03,0.2989462637630127,0.30105382151275273,False,0.2989462637630127,False,0.0,0.16388154904686483,0.7150256369794766,0.2989462637630127,False,0.29634837123548663,0,1.9999999999999947
2023-01-03,0.0021982509771278913,0.0021997582833039875,False,0.0021982509771278913,False,0.0,-0.10619743506528977,0.5398036791825042,0.0021982509771278913,False,0.002156655183699785,0,0.04150455599739346
2023-07-03,2.0254500979390624,2.0185944459756033,False,2.0254500979390624,False,0.0,0.7042125943367075,2.2923189176361576,2.0254500979390624,False,2.0193991977431844,0,2.0
2024-01-03,2.0379230003819147,2.031013531199487,False,2.0379230003819147,False,0.0,0.6249749862785138,2.6558810072363626,2.0379230003819147,False,2.0379230003819147,0,0.0
2024-07-03,0.24251884727083173,0.24270365645684255,False,0.24251884727083173,False,0.0,0.08638705694906318,2.0601550091661447,0.24251884727083173,False,0.24251884727083173,0,0.0
2025-01-03,0.30754941946501035,0.3087540452471764,False,0.30754941946501035,False,0.0,0.09171794614978365,1.869658753479909,0.30754941946501035,False,0.30754941946501035,0,0.0
