start,cum1,ann1,br1,cum2,br2,wput,alpha1,beta1,cumH,brH
2006-01-03,0.23510478003393254,0.2352834227797016,False,0.23510478003393254,False,0.0,0.04653134432507715,1.5359192790772425,0.17334954103223588,0
2006-07-03,0.6374676265970569,0.6380208149934754,False,0.6374676265970569,False,0.0,0.25667351521187687,1.3421630998853122,0.555594245267204,0
2007-01-03,0.18796125806493125,0.18810141208190556,False,0.18796125806493125,False,0.0,0.138050795547722,1.102623497416308,0.12856319516168457,0
2007-07-03,0.028156551781177264,0.02809805082544803,False,0.028156551781177264,False,0.0,0.23959619407174373,1.119455716081516,0.6440846334619288,0
2008-01-03,-0.47905179981306845,-0.47928442782507696,True,-0.47905179981306845,True,0.0,-0.1650507814049868,1.070867472917479,0.2417525146941344,0
2008-07-03,-0.14676382508784025,-0.1472287557271581,True,-0.14676382508784025,True,0.0,0.05164053447751536,0.7334547759471365,0.12947465967312644,0
2010-01-03,0.1285450962692214,0.12901385480193595,False,0.1285450962692214,False,0.0,-0.025202009496633683,1.2335312079225578,0.07211784145576017,0
2010-07-03,0.40159548865858996,0.4085132556628097,False,0.40159548865858996,False,0.0,0.0556473435628118,1.0085276232547034,0.3315157142256604,0
2011-01-03,0.12036644733430424,0.12045366727969942,False,0.12036644733430424,False,0.0,0.09075545975295421,0.8545341317001122,0.06434812496758902,0
2011-07-03,0.04004361243207133,0.04018385150677384,False,0.04004361243207133,False,0.0,-0.0027775192078010437,1.0258204677414273,-0.011958568189532337,0
2012-01-03,0.11785450929401842,0.11759933033492564,False,0.11785450929401842,False,0.0,-0.019149631890225432,0.8174315228466994,0.061961783829317385,0
2012-07-03,0.11663477074642103,0.1167191483054899,False,0.11663477074642103,False,0.0,-0.0552607862094138,0.9018138250770767,0.060803032209099994,0
2013-01-03,0.35161723421190727,0.3518961977505357,False,0.35161723421190727,False,0.0,0.04479579827514258,1.0590553687385857,0.28403637250131175,0
2013-07-03,0.1671343685238511,0.16725792461951605,False,0.1671343685238511,False,0.0,-0.09065075861146236,1.1175206702428055,0.1087776500976585,0
2014-01-03,0.12974189680507164,0.13021526623317303,False,0.12974189680507164,False,0.0,-0.02900447160587636,1.184538605390596,0.07325480196481804,0
2014-07-03,0.16316765104347164,0.16377154855564413,False,0.16316765104347164,False,0.0,0.08851198304741145,1.0891287512258585,0.10500926849129799,0
2015-01-03,0.22481926978093592,0.22844691462334166,False,0.22481926978093592,False,0.0,0.18097386144584093,1.1290036598386288,0.16357830629188896,0
2015-07-03,0.1309690627903055,0.13260895920036098,False,0.1309690627903055,False,0.0,0.0920821419688592,0.9954758553205408,0.07442060965079023,0
2016-01-03,0.5048072688214926,0.505228534492749,False,0.5048072688214926,False,0.0,0.2912483325933463,0.9677150813947647,0.42956690538041786,0
2016-07-03,0.5979812819116144,0.6026308402785652,False,0.5979812819116144,False,0.0,0.3011866301648397,1.0845858895088885,0.5180822178160336,0
2017-01-03,0.4480988350655226,0.4484661150828593,False,0.4480988350655226,False,0.0,0.08619190764647021,1.5163767575271616,0.37569389331224645,0
2017-07-03,0.35357930653564673,0.35386002016945395,False,0.35357930653564673,False,0.0,0.1409340624314809,1.4014339825803632,0.2859003412088643,0
2018-01-03,-0.07203978739195405,-0.07208730690421894,False,-0.07203978739195405,False,0.0,0.05424304958684621,1.297659958701207,-0.11843779802235643,1
2018-07-03,0.12412734335675335,0.12421743656467532,False,0.12412734335675335,False,0.0,-0.03231848142966651,1.5549199404145233,0.06792097618891568,0
2019-01-03,0.26811067216054685,0.2683169985057532,False,0.26811067216054685,False,0.0,-0.057227501234279506,1.001940257507698,0.20470513855251937,0
2019-07-03,0.05154359926926233,0.05157979832942261,False,0.05154359926926233,False,0.0,-0.009310570414313948,0.9207737696053522,-0.0010335806942007864,0
2020-01-03,0.45405370020363844,0.457431580852365,False,0.45405370020363844,False,0.0,0.19985015632709904,1.277568014467912,0.3813510151934565,0
2020-07-03,0.48867350485329886,0.4956631772738065,False,0.48867350485329886,False,0.0,-0.01698665735657265,1.3483104088396938,0.41423982961063377,0
2021-01-03,0.5234732290344708,0.5256773328262054,False,0.5234732290344708,False,0.0,0.08805932716013473,1.3050752688872662,0.44729956758274714,0
2021-07-03,-0.0750255916902356,-0.07607700648870719,False,-0.0750255916902356,False,0.0,0.06816418495608677,1.1505450689992915,-0.0961851086868436,0
2022-01-03,-0.09802180346958866,-0.09808553581987267,False,-0.09802180346958866,False,0.0,0.10696626222758646,0.9728003145091684,0.348246249543088,0
2022-07-03,0.08336534455251199,0.08390316916761797,False,0.08336534455251199,False,0.0,-0.01994880410980261,0.5501324766605112,0.02919707732488641,0
2023-01-03,0.028687996614766176,0.02870792531303401,False,0.028687996614766176,False,0.0,-0.08336205143382529,0.44308829735146615,-0.02274640321597221,0
2023-07-03,0.6535849238073648,0.6518815736804553,False,0.6535849238073648,False,0.0,0.20600793290317881,1.3871706994166908,0.5709056776169965,0
2024-01-03,0.5054443246292795,0.5041828466069609,False,0.5054443246292795,False,0.0,0.004904564236262651,1.847773363707729,0.4301721083978154,0
2024-07-03,0.20558673089869783,0.2057411271989431,False,0.20558673089869783,False,0.0,0.03530189851800741,1.2449338018331488,0.14530739435376283,0
2025-01-03,0.22066707535811636,0.221503206215119,False,0.22066707535811636,False,0.0,0.04221076563613164,1.143161449284874,0.1596337215902104,0
