start,cum1,ann1,br1,cum2,br2,wput,alpha1,beta1
2006-01-03,0.168468767520221,0.16859337947044395,False,0.16271075277156677,False,0.0,0.11760848538676116,0.3496159344396221
2006-07-03,0.041201712088422715,0.041230506376833675,False,0.026175752273859487,False,0.017357128283869372,-0.048550176654371335,0.44293212427636747
2007-01-03,0.25866225736094517,0.25886059803330586,False,0.2755979833768618,False,0.038340622973432215,0.19513792351812154,0.4678994816981117
2007-07-03,-0.06913789738629805,-0.06900122586706603,False,-0.06005419815912538,False,0.0007737957309247312,0.10592063340911517,1.0177855328511287
2008-01-03,0.001333831692344578,0.001334745885125388,False,-0.06552091480706046,False,0.0,0.024757791006082136,0.01496218081427244
2008-07-03,-0.00922594393658105,-0.009257479332454799,False,0.18219256515301963,False,0.1290325417604966,0.012095243293863099,0.007706480153777851
2009-01-03,-0.06336863992612685,-0.06426242004641458,False,-0.2561059456656656,True,0.1225602917103007,-0.08568064161900925,-0.004322177065033466
2010-01-03,0.1760430310243839,0.17669809586356822,False,0.15114605125204417,False,0.042768106773380166,0.06210094746849128,0.65678866287671
2010-07-03,0.24083375096595772,0.2447446104167299,False,0.24263416040193952,False,0.0,0.14085830207505468,0.20822977833757464
2011-01-03,0.12680355501405138,0.12689569805747825,False,0.13238389662936045,False,0.0,0.10923387340083143,0.01242031962629186
2011-07-03,0.23579384891863686,0.23669264508158783,False,0.10228056276047393,False,0.020059187407834633,0.17926349593548627,0.1658674597993486
2012-01-03,0.012394376132772056,0.012368821391724127,False,-0.08620229920599265,False,0.09695010935103043,0.08753660517330879,-0.7077286298803961
2012-07-03,-0.09169129975225032,-0.0917511285610435,False,-0.09999407398126359,False,0.0,-0.04073011829827076,-0.4869279450195225
2013-01-03,0.29007827944431064,0.2903033584443626,False,0.2914154991649587,False,0.0,0.02706785263612807,0.9146895612599403
2013-07-03,0.32955074792058725,0.32981016411561326,False,0.15251243406992887,False,0.13967117849104005,0.05519172587882448,1.029439913351777
2014-01-03,0.20655310506560642,0.2073313490996418,False,-0.09674865325741,False,0.24806239845200773,0.042118536904674576,1.1183767040474493
2014-07-03,0.10826542260525662,0.10865671891631812,False,0.11988962401431258,False,0.0,0.06438362226453881,0.2922142101832673
2015-01-03,-0.04294246142466562,-0.04355486668814634,False,0.12240003084088635,False,0.2006099083891436,-0.05815046549864477,-0.3494120674668376
2015-07-03,0.01473069798173876,0.01490540645461147,False,-0.034843489039861564,False,0.11996490787957792,-0.01869587636427817,1.1238183447460928
2016-07-03,-0.10391085314076076,-0.10452003497673568,True,-0.19812235072608653,True,0.1051451829895258,-0.10635428527810935,-0.18799665348473016
2017-01-03,0.3094300000319994,0.3096718112323542,False,0.2986993399240141,False,0.006235364727006587,0.07646832988647734,0.9563626489603199
2017-07-03,0.09182565959245625,0.09189135897160039,False,0.007582335918841165,False,0.19726581793330256,0.023932548040907397,0.34249562578642784
2018-01-03,-0.0540285135557409,-0.05406450051083678,False,-0.05333679444677775,False,0.0,0.060859782874899744,1.230424770262325
2018-07-03,0.13011872859838647,0.13021341692833666,False,0.11065704638910279,False,0.01757723269444389,0.04373829219221087,0.5432670313544635
2019-07-03,0.30187399446934204,0.30210924898113545,False,0.3022878822677697,False,0.0,0.20623298234213946,0.531891910369459
2020-01-03,0.4215001819736599,0.42460248657787836,False,0.4602856564170503,False,0.001250000000680429,0.2162509267853983,0.7510136896356906
2020-07-03,0.3220160888633503,0.32636802241603213,False,0.3108761822935251,False,0.0,-0.07584923968721703,1.1130846676603416
2021-01-03,0.2717861455364323,0.27283659897873735,False,0.2618774493542104,False,0.006046135174377243,-0.05801909899871537,1.1292132434449529
2021-07-03,-0.211204599963417,-0.21392901463024705,True,-0.1607279580373152,True,0.02000064280895375,-0.07954330413094289,1.2511613045636139
2022-01-03,-0.3301844169214263,-0.33036824820168575,True,-0.11518366832986615,True,0.021891533143773456,-0.1509259964115363,1.1344012764183131
2023-07-03,0.3040256912003332,0.30331653643402423,False,0.29542010347127534,False,0.009448143754303473,0.015325958605232655,1.1038906047197599
2024-01-03,0.11507998321794988,0.11483111477646202,False,0.28700388795994014,False,0.0,-0.08598329919011086,0.7670903930080732
2024-07-03,0.1381327346469976,0.13823360337637491,False,-0.04464488908322051,False,0.20133298100792696,-0.023499090651179284,1.1984046934786912
2025-01-03,0.1563555928076792,0.15693261731433594,False,0.15817881831609926,False,0.02296589550825945,0.0009347516365493754,0.9119691176029308
