start,cum1,ann1,br1,cum2,br2,wput,alpha1,beta1
2006-01-03,0.20266206662195474,0.20281408735068096,False,0.20266206662195474,False,0.0,0.04268372929648153,1.2188942008727428
2006-07-03,0.44212576063389597,0.4424874419782494,False,0.44212576063389597,False,0.0,0.17662854733842795,1.0113160876627807
2007-01-03,0.2690213040465992,0.2692284026010514,False,0.2690213040465992,False,0.0,0.19968746268630388,0.8456467016087407
2007-07-03,0.10363878952153827,0.10341579399400169,False,0.10363878952153827,False,0.0,0.24745692831355506,0.87960399008058
2008-01-03,-0.2233280949866504,-0.22346253125579996,True,-0.2233280949866504,True,0.0,0.12712654839551987,0.9021985095537473
2008-07-03,-0.15632566677387372,-0.1568180200315784,True,-0.15632566677387372,True,0.0,0.05366791902972616,0.764541267919549
2010-01-03,0.26242477873319303,0.2634354450032479,False,0.26242477873319303,False,0.0,0.09528190139345175,1.0734504960711575
2010-07-03,0.38639872942093256,0.3930200068695131,False,0.38639872942093256,False,0.0,0.023759389812672685,1.0878239199106128
2011-01-03,0.19366643020983987,0.19381117480404053,False,0.19366643020983987,False,0.0,0.152778117580413,0.9132468887995884
2011-07-03,0.10974967690506165,0.11014659951444616,False,0.10974967690506165,False,0.0,0.05906499647969105,0.9900872278169509
2012-01-03,0.21267606401148154,0.21219697881776312,False,0.21267606401148154,False,0.0,0.05412097118632756,0.8832028697929882
2012-07-03,0.1259425131487082,0.12603399620407374,False,0.1259425131487082,False,0.0,-0.03574122180871685,0.8252829678871105
2013-01-03,0.21750812827901034,0.21767225797915413,False,0.21750812827901034,False,0.0,-0.009287509657895286,0.8160144953061653
2013-07-03,0.15255542135984435,0.15266751012696256,False,0.15255542135984435,False,0.0,-0.06409109715552058,0.9060085449394005
2014-01-03,0.16428789388287646,0.164896223851013,False,0.16428789388287646,False,0.0,0.02038407041701787,0.9775685682479751
2014-07-03,0.07276394845356293,0.07302273403759196,False,0.07276394845356293,False,0.0,0.007266099176666581,1.054326752708987
2015-01-03,0.10588579913219087,0.1075101697801426,False,0.10588579913219087,False,0.0,0.07330116500097596,1.0541280619599487
2015-07-03,-0.00803610338094174,-0.008130325609387756,False,-0.00803610338094174,False,0.0,-0.04267888888840438,1.0549437143777367
2016-01-03,0.1651316261693463,0.16525359954109464,False,0.1651316261693463,False,0.0,0.01391752561013462,1.0598435254905945
2016-07-03,0.18284739433136998,0.18407920770259256,False,0.18284739433136998,False,0.0,0.027403387756618647,0.7933349819340862
2017-01-03,0.41297890917397817,0.4133135152656604,False,0.41297890917397817,False,0.0,0.14088234507024736,1.0348539031333728
2017-07-03,0.3820983039692958,0.38240467419234636,False,0.3820983039692958,False,0.0,0.17115177806650347,1.2782162079399793
2018-01-03,-0.07116305161787184,-0.07121001526954684,False,-0.07116305161787184,False,0.0,0.030545669858368686,1.131994150546219
2018-07-03,0.15751797440595294,0.15763395244549594,False,0.15751797440595294,False,0.0,0.008087717804821981,1.3379876580353505
2019-01-03,0.23675387603500164,0.23693388773779378,False,0.23675387603500164,False,0.0,-0.03813188679492814,0.8358857187800932
2019-07-03,0.10084952135173797,0.10092197032133621,False,0.10084952135173797,False,0.0,0.037359407424565984,0.8181028988169081
2020-01-03,0.31356189202140317,0.31578441530722356,False,0.31356189202140317,False,0.0,0.10489665620660904,1.0865132694000077
2021-07-03,-0.06292061433482132,-0.06380829292792245,False,-0.06292061433482132,False,0.0,0.04279791015139579,0.9000792917328906
2022-01-03,0.140680469606143,0.1407833112641641,False,0.140680469606143,False,0.0,0.28035132765785536,0.710423109139675
2022-07-03,0.08876585615430832,0.08933993651043881,False,0.08876585615430832,False,0.0,-0.01655465438813773,0.5516109560118916
2023-01-03,0.034143660708391144,0.03416744182594811,False,0.034143660708391144,False,0.0,-0.10115780208658076,0.5717165337935826
2023-07-03,0.24553420705319362,0.24497393326753114,False,0.24553420705319362,False,0.0,-0.002276808920334427,0.9695753234549345
2024-01-03,0.18574237861180753,0.18532848813377467,False,0.18574237861180753,False,0.0,-0.06891774434655638,0.9869003897479702
2024-07-03,0.23934499305697932,0.23952715875678487,False,0.23934499305697932,False,0.0,0.0860295521971659,0.9428756619632945
2025-01-03,0.2638768737276369,0.26489369597031986,False,0.2638768737276369,False,0.0,0.09718605664204648,0.8926099187265508
