L,buffer,n,breach,blo,bhi,meanret,worst,alpha
-0.1,0.0,38,0.07894736842105263,0.02721410139426493,0.2079967892026529,0.19120555925275626,-0.4790519366803294,0.056737316770335416
-0.125,-0.024999999999999994,38,0.07894736842105263,0.02721410139426493,0.2079967892026529,0.19340497771219198,-0.4790519366803294,0.05698642006506027
-0.15,-0.04999999999999999,39,0.07692307692307693,0.026506914073495688,0.2032137312805527,0.19486343433713604,-0.4790519366803294,0.05888202573005831
-0.175,-0.07499999999999998,39,0.07692307692307693,0.026506914073495688,0.2032137312805527,0.1962979359914019,-0.4790519366803294,0.05866503022773392
-0.2,-0.1,39,0.07692307692307693,0.026506914073495688,0.2032137312805527,0.1969047917360753,-0.4790519366803294,0.05819048176120847
-0.25,-0.15,39,0.07692307692307693,0.026506914073495688,0.2032137312805527,0.19727360281478665,-0.4790519366803294,0.05764460942177374
-0.3,-0.19999999999999998,39,0.07692307692307693,0.026506914073495688,0.2032137312805527,0.19727399690168798,-0.4790519366803294,0.057489142900238
